9034.730	0.0	2.70651376668e-06
8624.730	0.0	5.41302753336e-06
8345.730	0.0	8.11954130005e-06
7993.730	0.0	1.08260550667e-05
7413.730	0.0	1.35325688334e-05
7185.730	0.0	1.62390826001e-05
6996.730	0.0	1.89455963668e-05
6918.730	0.0	2.16521101335e-05
6410.730	0.0	2.43586239001e-05
6031.730	0.0	2.70651376668e-05
5989.730	0.0	2.97716514335e-05
5205.730	2.70651376668e-06	2.97716514335e-05
4563.730	2.70651376668e-06	3.24781652002e-05
3819.730	2.70651376668e-06	3.51846789669e-05
3777.730	2.70651376668e-06	3.78911927336e-05
3701.730	2.70651376668e-06	4.05977065002e-05
3692.730	2.70651376668e-06	4.33042202669e-05
3607.730	2.70651376668e-06	4.60107340336e-05
3478.730	2.70651376668e-06	4.87172478003e-05
3451.730	2.70651376668e-06	5.1423761567e-05
3444.730	2.70651376668e-06	5.41302753336e-05
3409.730	2.70651376668e-06	5.68367891003e-05
3388.730	2.70651376668e-06	5.9543302867e-05
3231.730	2.70651376668e-06	6.22498166337e-05
3216.730	2.70651376668e-06	6.49563304004e-05
3183.730	5.41302753336e-06	6.49563304004e-05
3160.730	5.41302753336e-06	6.76628441671e-05
3033.730	5.41302753336e-06	7.03693579337e-05
3005.730	8.11954130005e-06	7.03693579337e-05
2998.730	1.08260550667e-05	7.03693579337e-05
2993.730	1.35325688334e-05	7.03693579337e-05
2975.730	1.35325688334e-05	7.30758717004e-05
2950.730	1.62390826001e-05	7.30758717004e-05
2936.730	1.62390826001e-05	7.57823854671e-05
2906.730	2.16521101335e-05	7.57823854671e-05
2884.730	2.16521101335e-05	7.84888992338e-05
2881.730	2.16521101335e-05	8.11954130005e-05
2879.730	2.43586239001e-05	8.11954130005e-05
2876.730	2.70651376668e-05	8.11954130005e-05
2875.730	2.97716514335e-05	8.11954130005e-05
2841.730	3.24781652002e-05	8.11954130005e-05
2817.730	3.51846789669e-05	8.11954130005e-05
2801.730	3.51846789669e-05	8.39019267672e-05
2796.730	3.51846789669e-05	8.66084405338e-05
2792.730	3.51846789669e-05	8.93149543005e-05
2788.730	3.78911927336e-05	8.93149543005e-05
2787.730	4.05977065002e-05	8.93149543005e-05
2784.730	4.33042202669e-05	8.93149543005e-05
2780.730	4.33042202669e-05	9.20214680672e-05
2774.730	4.60107340336e-05	9.20214680672e-05
2773.730	4.87172478003e-05	9.20214680672e-05
2770.730	5.1423761567e-05	9.47279818339e-05
2763.730	5.1423761567e-05	9.74344956006e-05
2756.730	5.41302753336e-05	9.74344956006e-05
2752.730	5.68367891003e-05	9.74344956006e-05
2742.730	6.22498166337e-05	9.74344956006e-05
2740.730	6.49563304004e-05	9.74344956006e-05
2736.730	6.76628441671e-05	9.74344956006e-05
2732.730	7.03693579337e-05	9.74344956006e-05
2730.730	7.30758717004e-05	9.74344956006e-05
2729.730	7.30758717004e-05	0.000100141009367
2728.730	7.30758717004e-05	0.000102847523134
2713.730	7.57823854671e-05	0.000102847523134
2706.730	7.84888992338e-05	0.000102847523134
2705.730	8.11954130005e-05	0.000102847523134
2690.730	8.11954130005e-05	0.000105554036901
2689.730	8.39019267672e-05	0.000105554036901
2684.730	8.66084405338e-05	0.000105554036901
2680.730	8.93149543005e-05	0.000105554036901
2678.730	9.47279818339e-05	0.000105554036901
2676.730	9.74344956006e-05	0.000105554036901
2662.730	0.000100141009367	0.000105554036901
2661.730	0.000102847523134	0.000105554036901
