87316.800	0.0	3.131900948e-07
84886.800	0.0	6.26380189599e-07
83964.800	0.0	9.39570284399e-07
80703.800	0.0	1.2527603792e-06
69999.800	0.0	1.565950474e-06
41174.800	0.0	1.8791405688e-06
39907.800	0.0	2.1923306636e-06
39807.800	0.0	2.5055207584e-06
39301.800	0.0	2.8187108532e-06
38440.800	0.0	3.131900948e-06
36224.800	0.0	3.44509104279e-06
36211.800	0.0	3.75828113759e-06
36016.800	0.0	4.07147123239e-06
35881.800	0.0	4.38466132719e-06
35874.800	0.0	4.69785142199e-06
35724.800	0.0	5.01104151679e-06
35296.800	0.0	5.32423161159e-06
34936.800	0.0	5.63742170639e-06
34891.800	0.0	5.95061180119e-06
34786.800	0.0	6.26380189599e-06
34420.800	0.0	6.57699199079e-06
34336.800	0.0	6.89018208559e-06
34061.800	0.0	7.20337218039e-06
33946.800	0.0	7.51656227519e-06
33704.800	0.0	7.82975236999e-06
33195.800	0.0	8.14294246479e-06
30716.800	0.0	8.45613255959e-06
30706.800	0.0	8.76932265439e-06
29716.800	0.0	9.08251274919e-06
29270.800	0.0	9.39570284399e-06
28456.800	0.0	9.70889293878e-06
27781.800	0.0	1.00220830336e-05
27768.800	0.0	1.03352731284e-05
27421.800	0.0	1.06484632232e-05
26656.800	0.0	1.0961653318e-05
25531.800	0.0	1.12748434128e-05
25078.800	0.0	1.15880335076e-05
25024.800	0.0	1.19012236024e-05
24946.800	0.0	1.22144136972e-05
24811.800	0.0	1.2527603792e-05
24752.800	0.0	1.28407938868e-05
24220.800	0.0	1.31539839816e-05
23912.800	0.0	1.34671740764e-05
21441.800	0.0	1.37803641712e-05
19764.800	0.0	1.4093554266e-05
17132.800	0.0	1.44067443608e-05
15459.800	0.0	1.47199344556e-05
14910.800	0.0	1.50331245504e-05
13731.800	0.0	1.53463146452e-05
12940.800	0.0	1.565950474e-05
12765.800	0.0	1.59726948348e-05
12609.800	0.0	1.62858849296e-05
12453.800	0.0	1.65990750244e-05
12108.800	0.0	1.69122651192e-05
12075.800	0.0	1.7225455214e-05
11827.800	0.0	1.75386453088e-05
11808.800	0.0	1.78518354036e-05
11720.800	0.0	1.81650254984e-05
11670.800	0.0	1.84782155932e-05
11622.800	0.0	1.8791405688e-05
11564.800	0.0	1.91045957828e-05
11401.800	0.0	1.94177858776e-05
11314.800	0.0	1.97309759724e-05
11102.800	0.0	2.00441660672e-05
10866.800	0.0	2.0357356162e-05
10755.800	0.0	2.06705462568e-05
10710.800	0.0	2.09837363516e-05
10639.800	0.0	2.12969264464e-05
10527.800	0.0	2.16101165412e-05
10478.800	0.0	2.1923306636e-05
10414.800	0.0	2.22364967308e-05
10397.800	0.0	2.25496868256e-05
10379.800	0.0	2.28628769204e-05
10332.800	0.0	2.31760670152e-05
10258.800	0.0	2.348925711e-05
10207.800	0.0	2.38024472048e-05
10105.800	0.0	2.41156372996e-05
10073.800	0.0	2.44288273944e-05
10039.800	0.0	2.47420174892e-05
10015.800	0.0	2.5055207584e-05
10000.800	0.0	2.53683976788e-05
9987.770	0.0	2.56815877736e-05
9976.770	0.0	2.59947778684e-05
